previous_score,study_hours,distraction_time,lessons_completed,sleep_hours,group_study,learning_style,effective_study,score
72,5.712420484135101,2.3644598281659106,2,4.346641651938824,1,practice,3.34796065596919,56.49914983603932
51,7.27877684344117,2.6767905092133044,7,7.191611198959133,1,theory,4.601986334227865,72.18848121542453
97,8.168245981064896,0.8922298261388606,3,7.665018098141767,1,theory,7.276016154926035,100.0
61,5.134121271515552,1.56135893024398,8,7.380626987941451,1,practice,3.572762341271572,64.43279738740529
83,8.578822735168387,1.1512308421393498,14,4.692177466646972,0,theory,7.427591893029037,100.0
64,7.920259671838577,1.030930822592132,7,6.894200840177962,1,theory,6.8893288492464455,90.03331890285797
88,1.5961238006667928,3.1898039665798503,7,6.847422420861269,1,theory,-1.5936801659130575,52.66888500266085
66,1.4127513976416965,1.284419238228574,1,8.342053939706911,0,practice,0.1283321594131226,46.5049169186514
98,6.5872511597988215,3.1600774301020924,17,5.895638291878235,1,practice,3.427173729696729,94.18938582201773
81,4.1267206740287286,0.2922730705427695,9,5.857429718297171,1,theory,3.834447603485959,84.33307921252174
67,2.8821771197066277,0.7088719676355093,13,7.092635293590928,0,practice,2.1733051520711184,67.3553677782061
99,6.216849410245645,1.372701270000627,19,7.165363267497565,1,practice,4.844148140245018,100.0
55,4.074068894108905,2.9852345844784582,19,6.346426136628952,1,practice,1.0888343096304465,71.7816581417179
54,5.83537075042663,3.3792062254368798,17,6.215296811652106,1,theory,2.4561645249897506,67.64378638681049
86,5.141072430852148,2.2135848338976354,10,6.470738353189414,1,theory,2.9274875969545127,69.45335875083745
90,6.262894953542383,2.2289545728861446,10,8.30522649751656,1,practice,4.033940380656238,96.1988313885844
83,4.602704400192533,3.6225842569930906,4,6.30583450626955,1,theory,0.980120143199442,54.79114732073222
94,7.279008163272386,0.0791054588279122,8,8.699658959849113,0,theory,7.199902704444474,96.33057352900154
91,2.6206054511436867,1.7054501223711027,18,6.52001881798163,1,theory,0.915155328772584,79.95702039507813
96,7.268513196043711,4.093535285596164,14,8.746003465904458,0,theory,3.174977910447547,88.48364332699268
42,4.704950929217754,3.016097051066861,18,8.164159509345378,0,theory,1.6888538781508924,67.8620311036275
76,8.868858443689753,1.686135663777102,14,5.8121566130791456,0,practice,7.182722779912651,93.47049345729171
90,5.637124493777898,4.527623961648369,15,8.31820710648308,0,theory,1.1095005321295286,83.1748475848946
46,9.757993143430939,3.863113637246913,4,4.550316421005576,1,theory,5.894879506184026,69.20620102871986
60,6.417418559868642,1.3244772361836672,13,8.625235876715072,1,theory,5.0929413236849745,82.84022111877734
48,3.0146415931568855,3.2264491876285843,8,7.158217575414458,1,practice,-0.21180759447169883,44.36691406372849
78,8.396115731600043,2.9787536409447837,18,4.271953742611556,0,practice,5.417362090655259,91.21543173830649
57,4.105743650401481,2.005939570194913,12,7.221283618254057,1,practice,2.0998040802065674,67.91655083070924
43,4.128572930344152,1.8347803960240032,14,8.87123827072378,1,theory,2.293792534320149,75.82485679796672
64,1.2862421333664862,1.7178023738785198,2,4.349003273073144,1,practice,-0.43156024051203357,43.841772418599156
99,5.938437782866678,3.085778916978234,18,6.773438548900431,0,practice,2.8526588658884435,100.0
53,5.809811533592707,2.2120496824033475,2,7.738971748796862,0,practice,3.597761851189359,46.31988310776963
89,4.2039233584478755,4.15931556625711,11,8.051292933497656,1,practice,0.044607792190765494,66.804146212191
97,9.04795536606333,3.3480130806698094,9,6.069137326603979,0,theory,5.699942285393521,100.0
48,2.158735584696795,0.34965802854717065,12,5.020832795841216,0,practice,1.8090775561496244,47.283551783546386
65,3.9708956197913987,3.20084111914083,17,4.211711393861919,1,practice,0.7700545006505686,75.73002061183023
92,3.894244882120261,1.3557371825009241,15,6.898630785486124,0,theory,2.5385076996193368,86.52655643478516
41,1.8306152760587149,2.9640599582671134,17,6.264555351338053,0,theory,-1.1334446822083986,49.68255115674684
59,5.330308546506639,3.400659655517257,18,8.743721975748555,1,practice,1.9296488909893816,74.33669847584667
67,7.190062453864747,1.1541459457700602,6,4.303024538574549,0,theory,6.035916508094687,72.32981551760105
86,5.604913121925351,2.2842932244018432,17,7.426976717230028,0,practice,3.320619897523508,100.0
99,2.4127991444457435,0.951624314095339,18,4.124831110600286,0,theory,1.4611748303504046,81.91712069674647
46,4.395573687178653,0.26169437893254155,8,4.857170883552714,0,theory,4.133879308246112,58.56124316728496
83,1.023355219452819,1.8923821174293454,9,6.267894999614171,0,practice,-0.8690268979765263,56.919251491241894
47,8.814709963320281,1.81472135922996,6,6.2743622140143405,0,theory,6.999988604090321,74.387579446967
86,1.7606530691261373,4.977402453521285,5,7.42850271466822,0,practice,-3.216749384395148,42.3990142563929
74,6.375502740298875,2.231761755988211,12,8.551065174338783,0,theory,4.143740984310664,81.17212860943127
53,9.876312962801336,1.667847747361002,11,7.195160794574604,1,practice,8.208465215440334,95.74688442331035
56,5.829315813885993,2.902375033583373,1,8.767675489257545,1,theory,2.9269407803026195,55.8646735528246
75,9.316375831966898,0.4438369705388423,11,8.408078199389987,1,theory,8.872538861428055,100.0
89,3.125048798056639,4.808328679774066,19,6.922498977653952,1,theory,-1.6832798817174268,74.9383874829592
79,7.839598680438271,3.1748002279551657,9,8.168959754594137,0,theory,4.6647984524831045,78.59304756382602
43,5.781391785761806,3.774189099704239,2,7.212888051618171,1,theory,2.007202686057567,46.83808488300366
41,7.484644552523184,0.8523896908695877,12,4.392789154618636,1,practice,6.632254861653596,83.97719384664481
45,1.561072262601173,2.0473892650260197,4,7.70282361629755,0,theory,-0.48631700242484666,29.484994937768718
93,2.3296518271560402,2.1134455669809475,4,4.474542206336731,0,practice,0.2162062601750927,56.25353619829694
81,2.1980523572873043,4.109032219505434,18,6.970413902848562,0,practice,-1.91097986221813,62.28686120976316
43,7.18448954862998,0.006183398797047213,15,7.513201029291144,0,practice,7.178306149832933,85.78531580311163
93,8.599966053702659,1.5042655417662754,19,4.332638041054276,0,theory,7.095700511936383,100.0
68,7.746546088077286,4.906181871721519,13,5.153973269632659,1,practice,2.840364216355767,74.20698614226997
57,1.2742493746023476,2.374432717531093,19,8.57836116130825,0,theory,-1.1001833429287453,60.11534116008907
65,8.80493482967251,1.9126314012200414,17,7.081572461164482,1,practice,6.892303428452468,99.2235974527593
83,4.187320037138129,0.5991450100882317,6,5.231430094052658,1,practice,3.588175027049897,78.00954766553829
73,4.574474492536742,4.870823143140078,16,7.4533988557400335,0,practice,-0.2963486506033357,63.56477332614634
49,1.9438224987923283,0.10013177962912234,12,6.983882099808448,1,practice,1.843690719163206,67.56880828813806
75,7.636646854844372,3.6859011250362155,19,6.507878499589742,1,practice,3.9507457298081565,94.25708649260446
53,2.6405549062836227,3.842999023942542,5,8.880934874940419,0,theory,-1.2024441176589193,46.030589483755485
70,6.075685828169528,1.218283580319333,17,7.417268887037545,1,practice,4.857402247850194,90.40885177591164
87,8.566389872901379,3.3577922180651862,1,5.877205548339563,1,practice,5.2085976548361925,72.58208317538006
54,1.8028389584085058,0.46464572189694964,10,8.00036716038434,1,theory,1.338193236511556,60.88667393317612
47,5.818020076139712,1.2852363321603995,15,8.422916464605938,0,theory,4.532783743979312,79.81941916148456
53,3.0989477039482107,3.939509941461325,11,4.626102797584157,0,theory,-0.8405622375131143,40.97660926411769
62,4.086341778504343,4.323430960167701,13,5.002764889226333,0,practice,-0.23708918166335824,66.27728589726846
99,5.265729472875005,3.0424320632989565,5,5.081135045638899,1,practice,2.2232974095760487,81.69499216091758
96,4.195938729513743,2.534192159102413,1,7.456059046932702,0,practice,1.6617465704113297,64.61612632002728
79,6.839405562624184,0.7965201030949015,12,7.015197775266417,1,practice,6.042885459529282,98.92968321843153
60,5.316238915788252,0.31554516539575084,11,7.0949578234929405,0,practice,5.000693750392501,78.51122349855048
55,6.257795362427523,0.5882451423677931,17,8.703866498447505,1,practice,5.6695502200597305,91.006356429603
84,7.631402278554216,1.1367865004804938,4,7.87955766403653,0,theory,6.494615778073722,86.92183301566541
57,6.019680393553937,1.708372509484604,15,4.6396846225589154,0,theory,4.311307884069333,79.99149742277477
86,6.278818911946832,1.904547627554936,9,5.737535412125905,1,practice,4.374271284391896,90.77456105405135
92,6.080126882703771,1.7316088429450178,19,6.176968230878678,0,practice,4.348518039758753,100.0
63,4.408953633561604,1.1952766609863281,19,5.979807943738025,1,practice,3.2136769725752763,77.17912928458138
65,4.037021504847263,2.5486212337584906,12,7.346543045809396,0,practice,1.4884002710887723,64.68894905629409
64,9.09682657430511,4.126430541164484,5,8.459465516282812,0,practice,4.970396033140626,67.52657337393879
99,6.467997000642155,1.398517692357396,10,5.53025731761394,1,theory,5.069479308284759,99.85212896366527
99,3.199178399181891,4.711935095511166,17,6.759385682105928,1,theory,-1.5127566963292747,71.99306590856382
99,5.484229280640462,4.366683308619239,5,7.9470471095679285,1,practice,1.1175459720212233,71.34627350108681
84,3.973136331528226,0.808821056760548,16,6.081090294226747,0,theory,3.164315274767678,87.9840083023169
80,9.40322641383887,3.9313797837854727,7,4.84059064199648,1,practice,5.471846630053398,96.37111403331944
68,1.0678092682066727,2.872936911588833,9,6.374754826318741,0,practice,-1.8051276433821604,45.765246134674314
54,3.027995179412754,2.8328768108570928,3,4.276112603715142,1,practice,0.19511836855566145,37.436461861177335
84,4.288211377066519,1.9552138152908722,15,8.711917270011384,1,theory,2.3329975617756467,81.9836117428828
40,5.390288207278641,2.5057649959100488,16,4.374106025974865,1,theory,2.8845232113685926,73.46402535130822
64,8.657357660525317,1.9858938871460552,18,6.1922835762528905,1,practice,6.671463773379262,100.0
46,1.7909886208612948,2.698663093799714,14,6.649406305442631,1,theory,-0.9076744729384192,59.446152570831664
48,8.25278398067029,3.139750263863179,3,8.926519161436428,1,theory,5.113033716807111,75.64627247165203
63,1.500881404212778,3.371519032045242,12,4.830109118214304,0,practice,-1.8706376278324641,41.19224958422394
40,8.580826317683634,2.6624059627971306,9,4.572157593061792,1,theory,5.9184203548865035,64.27503605627659
83,1.4647193008706156,3.6071103366436583,7,4.043530735312718,0,theory,-2.1423910357730427,42.437951877778254
47,1.1641823328552494,0.706390246377529,9,4.777857184346511,1,practice,0.4577920864777204,44.07015715722362
63,7.272653161297794,1.0599124545111926,13,5.0363648953383375,1,practice,6.212740706786601,89.03316253689121
50,9.97529981291555,4.093675020371351,18,7.152904707915462,1,theory,5.881624792544199,98.9591814128236
90,9.069492366766188,1.612639889232076,5,5.098533951957002,0,practice,7.456852477534111,82.7134197134604
56,6.183985760250939,0.11446912488060124,13,4.102604073646626,0,theory,6.069516635370338,81.77586054448601
47,9.256560517769785,0.7689557483401555,4,8.133091727512443,1,practice,8.487604769429629,90.30218825660171
74,1.0477000575784488,1.1180721724815563,2,5.827978505019834,0,practice,-0.07037211490310757,47.94464924430444
74,9.775604466506282,4.786614439472936,16,5.76848343290367,1,practice,4.988990027033346,86.26420614503695
72,5.41673901332906,2.8652071446542466,9,5.512395145839633,1,practice,2.5515318686748136,71.17913198392316
98,7.506064869595981,4.663653702381274,9,8.876866385732104,0,theory,2.842411167214707,90.6834715170712
44,8.387753258380172,2.8758167524831246,6,4.850577086546408,0,practice,5.511936505897047,65.57700569457843
81,7.466115437528983,2.396772200689259,11,8.491190319766176,0,practice,5.069343236839725,90.65062579318828
78,5.815330588404195,1.5686384559704802,1,7.88401666069944,0,practice,4.246692132433715,75.39955868643467
97,5.289575357137708,3.031854722166878,4,4.382399777496565,1,theory,2.25772063497083,64.38180867765314
80,8.547243028323622,0.6959901230876492,13,8.933645507504243,0,theory,7.851252905235973,100.0
67,2.845698041345132,4.49130813646353,13,5.356829817695052,0,practice,-1.6456100951183985,47.782620085143456
46,9.711946598538109,4.146662025706418,13,4.4929146351120615,1,practice,5.565284572831691,80.38747809290255
48,7.398572309530735,1.5876572393836852,2,8.146571170628796,0,practice,5.8109150701470496,72.74240149917502
47,2.795562346044878,4.763987638006472,9,7.5333776683885,0,practice,-1.9684252919615939,40.17714174780869
51,7.6262246532863935,4.126003837077841,8,7.086094029389503,0,practice,3.500220816208553,68.25239748344606
73,5.76856020863005,3.3315344291751985,7,4.7799043184946655,0,practice,2.4370257794548515,66.67149468478338
72,7.3650708608,0.608809555626374,4,6.392480581279809,1,theory,6.756261305173626,82.66938265693719
87,7.910015512985549,2.3911701152403615,18,7.902780134436069,1,practice,5.518845397745187,100.0
94,1.785611616307079,2.5305377742337543,3,5.518119690719201,0,practice,-0.7449261579266753,55.84744755755441
62,5.554935607234123,1.1627567918269004,6,5.558449142575207,0,practice,4.392178815407222,60.82700724103309
63,9.388129080312407,0.3998269717965097,12,4.015704530240611,1,practice,8.988302108515898,100.0
76,3.8857797294356287,3.8836181523584634,12,4.871217008226898,0,practice,0.0021615770771652443,54.56969775725452
74,6.344947878021089,0.6101752606219751,8,8.377028125609172,0,practice,5.734772617399114,92.52922735436876
83,4.323074333589065,2.9714537528088734,1,6.2087324581885355,0,theory,1.3516205807801915,53.78589041740233
79,5.088411749971897,4.682245869418303,4,8.921172496172169,0,theory,0.40616588055359415,57.51114407200293
61,5.937428061443379,4.3805259629902125,11,5.978539817868963,0,theory,1.5569020984531665,69.28598956498719
66,5.940297819000795,1.3887631187463056,3,7.575932273901206,0,theory,4.551534700254489,63.42932415183163
74,2.8155741609721225,4.257243187756327,13,5.4095952145236454,0,theory,-1.4416690267842043,53.789942661219285
40,7.1611439309185,0.001662530602447032,17,5.819048205704668,0,theory,7.159481400316053,88.03487275750048
74,1.7908130011839112,0.08843904806628611,10,4.9536299379544735,0,practice,1.702373953117625,65.68118622171222
76,2.2494229609781833,3.0127658192143247,12,5.735311842496975,1,practice,-0.7633428582361415,68.70056332725798
86,1.024398094728967,1.8239910957226475,15,6.736187602103215,1,practice,-0.7995930009936805,66.34820264961212
53,2.050264577275132,1.9323042057957358,10,8.958864404896246,1,practice,0.1179603714793962,51.72054210541925
42,5.25849580946703,2.8222054533944125,14,7.3210085653589285,0,practice,2.4362903560726177,60.576831782670915
40,6.454916929502548,0.9589122779593029,13,4.99622977204157,0,practice,5.496004651543245,71.80839239069478
44,8.148605049698162,1.0587767533273917,5,4.224807207957756,1,theory,7.08982829637077,72.319910066286
65,1.9602932510209246,2.4230079350943234,6,4.631782406572553,0,practice,-0.4627146840733989,42.522635371711026
94,8.656547140148092,3.7712677217193153,2,6.812776006365237,1,theory,4.885279418428777,90.66525386075152
53,7.713770729938463,3.0974887570379384,17,7.825801644083832,0,theory,4.616281972900524,93.5572083759445
78,4.6766646364232525,1.4867752411841946,4,8.702096036503734,1,practice,3.189889395239058,80.06837149453756
66,9.396442603899592,2.151685887544606,14,4.079115859984104,1,practice,7.244756716354987,100.0
48,9.918365288116515,0.853323792749992,10,6.613800707809348,1,practice,9.065041495366524,99.87330117576447
54,2.845016290479135,0.37314907168540856,3,6.354336781115884,0,practice,2.4718672187937267,56.7097850737636
54,4.413057264674204,3.913480203720746,3,7.28027510987852,1,practice,0.4995770609534578,50.18228813399316
65,9.3380448123074,1.3269370459409728,15,6.79789427232671,0,practice,8.011107766366427,100.0
81,7.494368956761495,0.888831939256241,6,7.435195752912403,0,practice,6.605537017505253,91.27005921426529
99,1.4328517956767892,3.4580902778465967,17,7.290412923745952,0,theory,-2.0252384821698075,67.57034821206625
52,8.033630335762734,3.09025837143593,12,4.585058624289731,0,practice,4.943371964326804,66.45308583102417
90,8.451467984597429,3.1659481300673202,11,7.998589568093598,0,practice,5.285519854530108,94.27150856402717
71,7.754517322887821,1.144473024233068,4,4.616162878581624,0,theory,6.610044298654753,79.51141574879735
78,8.195834178275641,1.1632276928134049,6,7.492653126045686,0,practice,7.032606485462236,90.70964818427251
88,8.426194090235175,1.1040131489281957,1,6.0807268382030335,1,practice,7.3221809413069785,83.14567991234469
91,2.677644881093297,0.8687629783114725,16,6.56925367288299,1,theory,1.8088819027818244,84.7535016097582
71,3.1212257145849978,3.2786183628082815,15,8.516490071878554,1,practice,-0.1573926482232837,69.05600285972501
43,6.7038270734815955,4.240079426247007,17,8.449418632367433,0,practice,2.4637476472345883,71.6058022910639
69,9.170795174162643,3.621587348383306,8,8.089281528275148,0,practice,5.549207825779337,85.97917893008028
76,3.8457692406684516,3.960468168802716,12,6.550741902281617,0,practice,-0.1146989281342643,64.45927934844343
62,6.29476008215551,2.023992145425999,10,7.681199050669166,0,practice,4.270767936729511,74.01598053011313
78,7.146838570754191,3.2703789768599907,15,6.564485277594047,1,practice,3.8764595938942006,94.11687446472168
84,5.067537411691353,1.7711812022238727,9,8.348030412373888,0,theory,3.29635620946748,85.93603247042674
54,7.424042093697934,2.6275231098432,2,6.013879166164499,1,practice,4.7965189838547335,65.21186291684539
82,9.097007007629559,2.4081742326743116,5,8.851176722074385,0,practice,6.688832774955247,94.77026867869034
68,6.616913897636539,0.884435725719272,6,8.661613791144388,1,theory,5.732478171917267,90.10677565418484
75,5.858029557231697,1.935393801678154,7,7.708013097258927,0,theory,3.9226357555535434,70.04098172438822
52,4.948702078495051,4.819111377411755,1,5.39707942088036,1,practice,0.12959070108329662,42.01576902208618
71,6.197376438155131,1.2429012885747104,7,4.658267943966292,0,theory,4.9544751495804205,69.03860727284493
46,4.198262066365563,0.6690186813974436,12,8.273517250465988,1,practice,3.5292433849681197,70.12974324263068
98,4.523338991813517,2.0929031081196765,16,4.8265114306898065,0,practice,2.430435883693841,85.98664811892262
90,5.786717317193566,3.9516886793007404,16,8.271303944986679,1,theory,1.8350286378928256,77.99755045106414
61,1.5995720115173526,2.910741148899861,11,6.453825033561802,1,practice,-1.3111691373825085,51.12990592133986
67,3.0612285183231673,3.4048741361912227,4,6.032783919040521,0,practice,-0.34364561786805536,48.056244483519784
41,5.88564379552068,0.9484742408733859,13,8.515953894172146,1,theory,4.937169554647294,72.38813632935069
81,4.883753288227983,3.0947409650386075,7,7.01925491270139,0,theory,1.7890123231893758,71.32861806408191
84,3.995342073212359,1.6175019745573689,4,6.883070035648589,0,theory,2.37784009865499,61.76140247193485
96,7.574942231283713,4.171516829773838,15,6.793829723121988,0,theory,3.4034254015098755,92.53909535625736
92,7.243458466630046,3.146494030053681,19,5.855847580097657,1,practice,4.096964436576365,97.72864480804984
45,2.5005768399404484,0.9942813888764795,9,7.928215517645636,1,theory,1.506295451063969,60.75250071125635
67,8.907662038360943,0.3230833992204307,11,5.263992220078865,0,theory,8.584578639140512,100.0
67,5.458812637635691,0.21316604643516368,8,8.694474800206375,0,theory,5.2456465912005275,85.65223437832788
83,7.673148200251409,1.8570428382507038,1,8.469926025234804,1,theory,5.816105362000705,83.70047311300463
83,6.158357643316498,1.3292556832715674,8,5.687401628374491,1,theory,4.829101960044931,81.3410363740065
59,9.979233543314589,3.23045061731254,13,7.647318849158319,1,practice,6.748782926002049,94.79204218147132
69,7.771628080349404,2.4966691748930914,4,6.8661159722479574,0,theory,5.274958905456312,76.9868837965757
50,7.362824151191131,1.3300963900269036,8,5.688246509996173,0,practice,6.032727761164228,76.99146382167808
97,8.00714745145676,0.7461888897508806,3,8.942608239977233,0,theory,7.260958561705879,100.0
94,2.2881518699362267,0.635998813437248,9,4.126186729241321,0,theory,1.6521530564989786,61.20025103319232
67,2.8409013385251694,4.323301960702088,2,5.263230153106433,0,theory,-1.482400622176919,32.79934490315122
64,7.4265767400125275,1.2173898420243363,2,6.600370305555752,1,theory,6.209186897988191,72.6795302800667
78,5.445833384177764,3.2585532395548418,13,6.609765017392819,0,theory,2.187280144622922,78.18057585742939
72,7.7917176267410495,4.053429639931331,15,6.944665374727821,1,theory,3.738287986809718,83.05591191661124
40,1.9262442766973051,3.0704065559236806,12,7.758380860114596,1,theory,-1.1441622792263755,49.05621911451844
96,5.8283321633613525,4.297826158234729,4,7.117389152596482,0,theory,1.5305060051266235,64.87636952675345
66,4.409394090012242,1.9619686076423726,8,7.001407302640185,1,practice,2.4474254823698693,58.24446110080102
96,5.113001973535105,4.781110953244742,9,4.267572314565216,0,theory,0.3318910202903629,66.74939616002223
91,6.435620848652612,0.6657250208904847,5,5.882651438946492,1,practice,5.769895827762127,87.38834590738384
52,5.520595127162771,0.5107476482876905,18,5.16027869850578,0,theory,5.009847478875081,89.54968127021543
80,5.85874573401553,3.293460731037218,11,5.326850558009877,0,practice,2.565285002978312,63.65358073752313
42,5.37721733796047,4.7141557070663085,15,6.7716873717017245,1,theory,0.6630616308941617,57.70107634328678
78,4.6805965937694385,4.04441730818164,9,4.997526574648042,0,theory,0.6361792855877981,56.793927472435755
45,7.946937825384206,0.38208429719025716,17,5.469745505084488,1,theory,7.564853528193948,96.61479010733028
47,1.1098276508624005,1.3968385696735819,12,5.185423542586701,0,practice,-0.28701091881118135,39.1098559703325
66,6.385984310847043,4.651594424189119,7,8.742514716090973,0,practice,1.7343898866579242,65.77716814934047
48,6.089575125906764,1.2652921640039227,10,8.723328660855476,0,practice,4.824282961902841,85.32638416263032
76,7.44561167259657,3.9058521189345963,10,7.049707792980259,1,practice,3.5397595536619737,82.57090008659806
72,6.391264282995938,4.125660979643519,13,8.6226123436595,1,theory,2.265603303352419,80.33760321319866
90,8.441189450281705,2.477260517304909,19,7.9290632273418655,0,theory,5.9639289329767955,100.0
81,9.63167315107625,1.9317445492415775,11,6.949739414009044,1,theory,7.699928601834672,100.0
83,4.082718314606891,2.2506221620987983,13,4.032176057483978,0,practice,1.8320961525080923,69.64560837339455
63,3.0461588472698833,1.1348234718268206,8,7.86258143039702,1,theory,1.9113353754430626,62.83295738379521
54,4.8123717617843464,4.4469545806442214,8,7.512441707942344,1,practice,0.365417181140125,58.58325145294023
98,3.591366548281535,2.2530982836487894,4,7.07626826641207,0,practice,1.3382682646327457,68.71239386083106
93,6.53455236837389,4.412297202280499,15,7.802121558412359,0,practice,2.1222551660933915,99.37741188552653
71,9.206671679586682,0.5284673995313705,11,6.564610823873829,0,practice,8.678204280055311,96.51595086590277
71,2.252045747287557,4.941376355000656,11,7.520416356606695,0,practice,-2.6893306077130994,46.65975273160656
63,1.9071514271429786,2.216365437218091,1,8.675860433632467,0,theory,-0.3092140100751126,35.58818895421791
80,3.30413978668296,0.23915410197052733,17,5.8790250792304315,1,practice,3.0649856847124326,76.4707747090714
91,7.534860274561607,0.19010924118727457,15,7.5406091745031265,1,practice,7.344751033374333,100.0
88,6.336666147329394,3.731036287409193,6,6.378439090054794,0,theory,2.6056298599202012,72.46810439454738
88,1.9199139780267962,3.2951776710184038,15,7.371998259069908,0,practice,-1.3752636929916076,61.29472587995283
97,9.268754700346719,4.010652790637938,9,7.81446667777182,0,practice,5.258101909708781,94.68459100205466
91,8.110761734116782,0.5268376697640298,14,4.22726250217898,1,theory,7.583924064352752,100.0
51,1.2072034430887375,0.17785433517774174,18,7.23300221974331,0,theory,1.0293491079109958,64.54171270482522
78,6.862304898894215,2.5428964472378923,17,5.133705922034723,0,theory,4.319408451656322,86.96303103851969
41,7.941220016677642,1.9379761574138477,18,7.350162689037834,1,practice,6.003243859263794,86.63371878737325
42,4.3699183274837985,2.3097346833547787,5,6.3416509296690675,1,theory,2.0601836441290198,46.70097053088345
88,1.6202938543049692,4.95794204435137,9,7.867763709324436,1,theory,-3.3376481900464006,47.3051092486956
76,1.6958895893990853,4.853749788353351,11,4.617004076027982,1,theory,-3.157860198954266,45.45910139105129
88,1.9382226944662855,4.711576948365964,1,7.131611758280975,0,practice,-2.773354253899679,23.22535136713949
95,8.563956687823806,3.919213383838369,18,5.392353644637762,1,theory,4.644743303985437,100.0
56,9.196175784301417,1.774206801284452,6,8.264909976652957,1,practice,7.421968983016965,82.60125548570238
98,2.105297036611604,2.060654651313858,2,8.641917528181537,0,practice,0.04464238529774622,54.4492835517254
88,3.123154311355731,2.7480802185946223,15,8.981991468395277,0,theory,0.3750740927611087,74.91108653017747
41,2.4896845933056078,4.1526722820241995,14,7.980037012136417,0,practice,-1.6629876887185917,44.97343703081409
41,2.676887915447086,0.3435641625913388,5,7.768670352140022,1,practice,2.333323752855747,53.031900160025316
67,8.53741710102243,2.1214844294244406,6,5.077503794337755,0,theory,6.4159326715979885,72.71436839767442
93,3.9893177138944504,0.41308831729634343,6,5.680035294950544,1,practice,3.576229396598107,82.04970016511952
62,3.8029983764107707,2.573287932867558,18,6.328412708811397,1,theory,1.2297104435432127,69.0923577010364
76,3.046560587894014,4.494504120031177,14,7.866905238911249,1,practice,-1.4479435321371632,59.22056153750609
71,6.471049544148328,3.9124246228196897,10,8.574829325389842,0,practice,2.5586249213286383,74.76524218689546
72,4.41375128546994,1.1392120877155498,14,4.945695500114923,1,theory,3.2745391977543896,80.6659298104655
40,7.698246866589599,4.879954247993962,13,8.611837423350515,0,theory,2.8182926185956374,63.75663963401433
58,2.8502182753807377,3.336751990232142,3,7.47812326177029,0,practice,-0.4865337148514044,25.54276779878778
41,8.09010899843043,0.05213849698701534,6,7.053853653425193,0,practice,8.037970501443414,75.27010538112822
